Post;Up;Down;Total
142880;0;1;-1
142882;1;0;1
142883;0;1;-1
142887;1;2;-1
142888;1;0;1
142889;0;2;-2
142890;0;1;-1
142891;3;0;3
142895;1;0;1
142901;2;1;1
142903;0;1;-1
142905;1;0;1
142908;1;0;1
142910;2;1;1
142911;1;0;1
142917;0;2;-2
142920;0;2;-2
142921;3;0;3
142923;0;1;-1
142924;0;1;-1
142933;1;0;1
142934;1;0;1
142937;0;1;-1
142940;2;0;2
142943;1;0;1
142951;1;0;1
142952;2;0;2
142953;0;2;-2
142954;0;2;-2
142955;0;4;-4
142956;2;0;2
142959;0;1;-1
142960;1;0;1
142961;0;2;-2
142962;0;2;-2
142963;0;1;-1
142964;0;2;-2
142965;0;1;-1
142969;0;1;-1
142970;0;1;-1
142974;3;0;3
142978;0;1;-1
142981;0;1;-1
142986;0;2;-2
142988;0;4;-4
142989;0;4;-4
142991;0;1;-1
142992;0;1;-1
142995;0;1;-1
142996;1;0;1
142997;10;0;10
143001;1;1;0
143003;0;2;-2
143005;1;0;1
143008;2;0;2
143010;0;1;-1
143011;0;2;-2
143013;0;2;-2
143014;0;1;-1
143019;1;0;1
143020;2;0;2
143022;3;0;3
143023;0;1;-1
143024;3;0;3
143025;0;1;-1
143028;2;0;2
143031;11;0;11
143032;0;2;-2
143036;0;2;-2
143043;0;5;-5
143047;0;3;-3
143049;0;1;-1
143050;1;1;0
143052;0;1;-1
143054;2;0;2
143060;0;1;-1
143065;1;0;1
143066;1;0;1
143068;0;1;-1
143073;1;0;1
143074;1;0;1
143075;1;0;1
143077;1;0;1
143081;1;0;1
143084;0;2;-2
143085;0;1;-1
143086;0;2;-2
143090;0;1;-1
143096;1;0;1
143098;2;0;2
143101;1;0;1
143102;1;0;1
143104;2;0;2
143106;2;0;2
143107;1;2;-1
143108;0;1;-1
143114;0;1;-1
143117;3;0;3
143120;0;1;-1
143122;1;0;1
143125;1;0;1
143128;2;0;2
143129;0;1;-1
143130;0;5;-5
143132;0;1;-1
143135;0;1;-1
143137;0;2;-2
143140;0;1;-1
143143;0;1;-1
143144;0;3;-3
143145;0;2;-2
143147;1;0;1
143150;1;0;1
143152;3;0;3
143154;0;1;-1
143159;0;2;-2
143164;2;0;2
143166;1;0;1
143167;0;1;-1
143169;1;1;0
143170;0;1;-1
143172;2;0;2
143175;1;0;1
143177;0;2;-2
143178;0;1;-1
143181;1;0;1
143185;0;1;-1
143187;0;1;-1
143191;0;1;-1
143193;2;0;2
143196;2;0;2
143203;0;3;-3
143204;0;1;-1
143205;1;0;1
143209;3;0;3
143211;0;1;-1
143214;0;1;-1
143219;1;0;1
143228;1;0;1
143230;1;0;1
143233;2;0;2
143235;0;1;-1
143238;0;2;-2
143239;1;0;1
143241;1;0;1
143243;0;1;-1
143244;0;1;-1
143245;1;0;1
143246;1;0;1
143247;1;0;1
143248;1;0;1
143249;2;0;2
143252;0;1;-1
143255;0;1;-1
143256;0;1;-1
143257;0;1;-1
143259;0;1;-1
143260;0;3;-3
143264;1;0;1
143265;0;2;-2
143270;0;1;-1
143271;0;2;-2
143272;1;0;1
143274;1;0;1
143275;1;0;1
143276;3;0;3
143278;1;0;1
143281;1;0;1
143284;1;0;1
143286;0;1;-1
143287;0;1;-1
143289;0;2;-2
143290;0;1;-1
143294;1;0;1
143296;0;1;-1
143298;0;2;-2
143304;2;0;2
143306;1;0;1
143308;1;0;1
143310;0;1;-1
143324;1;0;1
143325;1;0;1
143328;4;0;4
143333;0;1;-1
143334;0;1;-1
143337;3;0;3
143340;0;1;-1
143341;1;0;1
143343;0;1;-1
143344;1;0;1
143345;1;0;1
143350;2;0;2
143353;1;0;1
143355;0;1;-1
143357;1;0;1
143359;1;0;1
143361;1;0;1
143362;0;1;-1
143364;1;0;1
143365;3;0;3
143366;0;1;-1
143367;0;1;-1
143369;1;0;1
143373;0;1;-1
143375;0;1;-1
143378;0;1;-1
143381;0;2;-2
143382;0;1;-1
143386;1;0;1
143387;0;1;-1
143389;1;0;1
143391;0;1;-1
143392;0;1;-1
143393;2;0;2
143394;0;3;-3
143395;0;1;-1
143396;0;1;-1
143398;0;1;-1
143399;1;2;-1
143400;2;0;2
143405;3;0;3
143407;1;1;0
143408;1;0;1
143412;1;0;1
143413;0;1;-1
143415;1;1;0
143417;1;0;1
143418;3;0;3
143419;3;0;3
143421;0;1;-1
143424;3;0;3
143426;0;3;-3
143427;1;0;1
143431;1;0;1
143432;0;1;-1
143442;0;1;-1
143445;1;0;1
143448;1;0;1
143449;1;0;1
143452;3;0;3
143453;0;2;-2
143456;1;0;1
143458;1;0;1
143461;0;1;-1
143463;3;0;3
143464;1;1;0
143466;1;0;1
143469;1;0;1
143471;1;0;1
143474;1;0;1
143476;1;0;1
143477;1;0;1
143480;1;0;1
143481;0;1;-1
143482;0;1;-1
143483;1;0;1
143489;1;0;1
143492;0;1;-1
143499;2;0;2
143501;0;1;-1
143502;0;1;-1
143504;0;1;-1
143505;0;1;-1
143507;0;1;-1
143508;1;0;1
143509;0;1;-1
143513;0;1;-1
143514;0;2;-2
143515;0;1;-1
143517;0;1;-1
143520;2;0;2
143521;1;1;0
143524;1;1;0
143525;0;2;-2
143534;1;0;1
143537;0;1;-1
143538;1;1;0
143539;0;1;-1
143542;0;1;-1
143543;0;2;-2
143545;0;1;-1
143546;2;0;2
143548;1;0;1
143550;0;1;-1
143551;1;0;1
143554;2;0;2
143556;1;0;1
143558;1;0;1
143560;1;0;1
143565;0;1;-1
143569;1;0;1
143570;1;0;1
143571;0;2;-2
143572;0;1;-1
143573;1;0;1
143575;1;0;1
143576;0;1;-1
143580;0;1;-1
143582;1;1;0
143584;0;1;-1
143585;0;1;-1
143588;0;1;-1
143590;1;0;1
143596;1;0;1
143597;3;0;3
143601;0;1;-1
143602;0;1;-1
143604;0;1;-1
143607;2;0;2
143611;1;0;1
143619;0;1;-1
143621;0;1;-1
143627;1;0;1
143631;0;1;-1
143635;0;1;-1
143636;1;0;1
143639;0;1;-1
143640;0;1;-1
143641;0;1;-1
143645;0;3;-3
143647;1;0;1
143648;2;0;2
143649;3;0;3
143651;0;1;-1
143655;1;0;1
143656;1;0;1
143658;0;1;-1
143660;4;0;4
143662;1;0;1
143664;0;1;-1
143668;0;1;-1
143671;0;2;-2
143676;0;2;-2
143680;1;0;1
143682;2;0;2
143687;1;0;1
143688;1;0;1
143689;1;0;1
143690;0;1;-1
143691;1;0;1
143695;1;0;1
143699;1;1;0
143700;0;1;-1
143701;1;0;1
143702;1;0;1
143705;1;0;1
143706;1;0;1
143707;0;1;-1
143708;1;0;1
143710;2;0;2
143713;2;0;2
143714;1;1;0
143719;0;1;-1
143720;2;0;2
143723;0;3;-3
143732;1;0;1
143735;3;0;3
143736;0;1;-1
143742;0;2;-2
143744;1;0;1
143745;1;0;1
143749;0;2;-2
143756;0;1;-1
143757;1;0;1
143760;1;0;1
143766;1;0;1
143774;0;1;-1
143778;1;0;1
143780;0;1;-1
143782;1;0;1
143783;2;0;2
143789;2;0;2
143790;1;0;1
143793;0;1;-1
143794;0;2;-2
143795;1;0;1
143797;0;2;-2
143798;0;1;-1
143799;2;0;2
143800;1;0;1
143802;2;0;2
143803;0;1;-1
143804;0;1;-1
143808;1;0;1
143809;0;1;-1
143812;5;0;5
143813;0;2;-2
143814;1;0;1
143815;2;0;2
143816;1;0;1
143818;1;0;1
143819;0;1;-1
143820;1;0;1
143821;1;0;1
143826;1;0;1
143827;1;1;0
143829;0;2;-2
143832;0;1;-1
143836;0;1;-1
143837;7;0;7
143840;0;1;-1
143842;0;1;-1
143844;2;0;2
143850;0;1;-1
143851;2;0;2
143853;0;1;-1
143856;0;1;-1
143858;0;1;-1
143859;1;0;1
143862;0;3;-3
143864;0;1;-1
143871;1;0;1
143872;1;1;0
143875;0;1;-1
143877;0;1;-1
143878;0;1;-1
143880;0;1;-1
143883;0;1;-1
143885;1;0;1
143887;3;0;3
143888;0;1;-1
143889;1;0;1
143890;0;1;-1
143891;0;2;-2
143894;0;1;-1
143895;0;1;-1
143897;2;0;2
143899;0;1;-1
143900;6;0;6
143901;1;0;1
143905;0;1;-1
143907;1;0;1
143909;0;1;-1
143912;1;0;1
143919;1;0;1
143921;2;0;2
143922;0;1;-1
143924;0;1;-1
143926;4;0;4
143929;0;1;-1
143930;5;0;5
143931;1;0;1
143937;1;0;1
143938;0;2;-2
143939;1;0;1
143940;0;1;-1
143943;0;1;-1
143944;0;1;-1
143946;1;0;1
143947;0;1;-1
143948;1;0;1
143949;1;0;1
143950;2;0;2
143954;1;0;1
143955;0;1;-1
143958;0;2;-2
143961;1;0;1
143962;1;0;1
143963;0;1;-1
143965;0;1;-1
143967;0;1;-1
143969;0;2;-2
143973;0;1;-1
143977;0;1;-1
143980;1;0;1
143989;1;0;1
143991;0;3;-3
143996;1;0;1
143998;2;0;2
144001;0;3;-3
144002;1;1;0
144003;1;0;1
144004;1;0;1
144008;0;2;-2
144011;0;1;-1
144013;4;0;4
144014;0;1;-1
144015;1;0;1
144017;0;1;-1
144018;2;0;2
144021;0;2;-2
144022;0;1;-1
144023;0;1;-1
144024;0;2;-2
144025;0;1;-1
144026;1;1;0
144027;1;0;1
144028;1;0;1
144029;0;1;-1
144033;1;0;1
144035;0;2;-2
144039;1;0;1
144040;3;0;3
144041;1;0;1
144044;3;0;3
144045;0;1;-1
144046;1;0;1
144047;1;0;1
144048;3;0;3
144049;0;1;-1
144051;0;3;-3
144052;0;1;-1
144053;0;1;-1
144056;0;2;-2
144057;3;0;3
144062;0;1;-1
144064;1;0;1
144065;3;0;3
144068;1;0;1
144069;0;1;-1
144071;0;2;-2
144072;0;1;-1
144075;2;0;2
144077;1;0;1
144078;0;2;-2
144079;1;0;1
144080;1;0;1
144081;1;0;1
144083;2;0;2
144085;0;1;-1
144088;1;0;1
144089;1;0;1
144091;0;1;-1
144093;0;1;-1
144098;1;0;1
144100;0;2;-2
144103;1;0;1
144107;1;0;1
144111;0;1;-1
144113;2;0;2
144114;0;3;-3
144118;0;2;-2
144125;2;0;2
144126;1;0;1
144129;0;1;-1
144131;0;1;-1
144132;3;0;3
144133;0;1;-1
144134;3;0;3
144135;2;0;2
144136;0;1;-1
144138;0;1;-1
144141;1;0;1
144142;0;1;-1
144146;0;1;-1
144147;0;1;-1
144148;0;1;-1
144153;1;0;1
144154;1;0;1
144155;0;1;-1
144157;0;1;-1
144158;0;1;-1
144159;2;0;2
144160;1;0;1
144161;1;0;1
144163;3;0;3
144164;0;1;-1
144165;1;0;1
144168;0;1;-1
144169;2;0;2
144170;2;0;2
144171;1;0;1
144175;1;0;1
144176;2;0;2
144177;2;0;2
144180;1;0;1
144182;1;0;1
144185;1;0;1
144188;2;0;2
144190;2;0;2
144191;0;1;-1
144192;0;1;-1
144193;1;0;1
144196;2;0;2
144197;1;0;1
144202;0;2;-2
144204;1;0;1
144205;1;0;1
144207;1;0;1
144212;1;0;1
144214;0;1;-1
144219;0;1;-1
144221;1;0;1
144223;0;2;-2
144230;1;0;1
144235;2;0;2
144237;0;1;-1
144239;0;3;-3
144240;0;1;-1
144244;0;1;-1
144245;1;0;1
144250;3;0;3
144251;0;2;-2
144253;3;0;3
144255;0;1;-1
144259;1;1;0
144260;1;0;1
144261;0;1;-1
144266;9;0;9
144267;1;0;1
144268;1;0;1
144269;1;0;1
144270;2;0;2
144271;0;1;-1
144272;0;3;-3
144273;1;0;1
144283;0;1;-1
144286;1;0;1
144290;2;0;2
144295;0;1;-1
144296;1;1;0
144305;1;0;1
144306;0;2;-2
144313;0;1;-1
144315;1;0;1
144317;1;0;1
144320;2;0;2
144322;0;1;-1
144326;1;0;1
144334;1;0;1
144340;0;1;-1
144341;0;1;-1
144343;2;0;2
144344;4;0;4
144349;0;2;-2
144351;1;0;1
144362;0;2;-2
144366;1;0;1
144367;1;0;1
144370;0;1;-1
144371;2;0;2
144373;1;0;1
144381;1;0;1
144382;1;0;1
144387;0;1;-1
144389;0;1;-1
144393;1;0;1
144396;0;1;-1
144397;3;0;3
144398;1;0;1
144402;3;0;3
144403;0;1;-1
144404;1;0;1
144407;0;1;-1
144411;1;0;1
144412;1;0;1
144416;1;0;1
144417;1;0;1
144422;0;3;-3
144425;3;0;3
144427;1;0;1
144429;1;0;1
144436;2;0;2
144439;2;0;2
144442;1;0;1
144443;1;1;0
144446;1;0;1
144448;1;0;1
144455;1;0;1
144456;1;0;1
144459;1;0;1
144460;1;0;1
144461;0;1;-1
144466;1;0;1
144470;2;0;2
144473;1;0;1
144474;1;0;1
144476;0;3;-3
144477;0;1;-1
144478;1;0;1
144479;0;1;-1
144484;5;0;5
144485;0;2;-2
144488;0;1;-1
144489;1;0;1
144491;0;2;-2
144494;0;1;-1
144497;1;0;1
144502;3;0;3
144503;4;0;4
144506;0;1;-1
144507;1;0;1
144508;0;2;-2
144509;0;1;-1
144511;0;1;-1
144513;2;0;2
144518;0;1;-1
144519;1;0;1
144520;1;0;1
144522;3;0;3
144523;1;0;1
144526;1;0;1
144532;1;0;1
144536;1;0;1
144537;1;0;1
144538;1;0;1
144540;0;1;-1
144542;1;0;1
144546;1;0;1
144549;0;1;-1
144551;3;0;3
144552;2;0;2
144553;1;0;1
144556;1;0;1
144559;2;1;1
144562;2;0;2
144563;2;0;2
144565;1;0;1
144568;1;0;1
144569;3;0;3
144571;1;0;1
144572;0;1;-1
144578;1;0;1
144580;2;0;2
144581;1;0;1
144583;3;0;3
144585;2;0;2
144589;1;0;1
144590;0;2;-2
144592;2;0;2
144595;0;1;-1
144596;0;1;-1
144598;1;0;1
144603;2;0;2
144606;2;0;2
144608;4;0;4
144611;2;0;2
144612;1;0;1
144616;1;0;1
144617;1;0;1
144618;1;0;1
144620;0;1;-1
144621;6;0;6
144625;1;0;1
144626;1;1;0
144632;3;0;3
144633;1;0;1
144637;0;2;-2
144640;0;1;-1
144642;4;0;4
144643;4;0;4
144644;1;0;1
144649;1;0;1
144651;1;0;1
144657;0;1;-1
144660;0;1;-1
144665;0;1;-1
144666;0;2;-2
144667;1;0;1
144669;1;0;1
144671;1;0;1
144672;1;0;1
144673;0;2;-2
144678;0;1;-1
144679;1;0;1
144684;2;0;2
144685;0;1;-1
144688;1;0;1
144691;0;1;-1
144692;3;0;3
144693;1;1;0
144695;0;2;-2
144696;1;0;1
144698;0;1;-1
144702;0;1;-1
144705;2;0;2
144706;1;0;1
144709;2;0;2
144711;4;0;4
144718;0;1;-1
144729;0;1;-1
144733;0;1;-1
144734;1;0;1
144736;1;0;1
144739;2;0;2
144745;1;0;1
144746;2;0;2
144750;1;0;1
144752;3;0;3
144753;0;1;-1
144757;1;0;1
144759;1;0;1
144763;1;0;1
144764;1;0;1
144765;0;1;-1
144767;0;1;-1
144770;0;1;-1
144774;0;1;-1
144778;1;0;1
144779;1;0;1
144780;1;0;1
144781;3;0;3
144785;1;0;1
144786;0;1;-1
144792;1;0;1
144793;1;0;1
144797;1;0;1
144799;0;1;-1
144802;2;0;2
144807;1;0;1
144808;2;0;2
144810;0;1;-1
144815;1;0;1
144816;1;0;1
144818;2;1;1
144828;1;0;1
144831;0;1;-1
144834;0;1;-1
144837;1;0;1
144838;1;0;1
144843;0;2;-2
144849;0;1;-1
144854;0;1;-1
144859;0;1;-1
144866;2;0;2
144868;1;0;1
144869;0;1;-1
144871;0;1;-1
144872;0;1;-1
144873;1;0;1
144876;3;0;3
144877;0;1;-1
144880;2;0;2
144883;1;0;1
144884;0;1;-1
144889;2;1;1
144890;0;1;-1
144891;1;0;1
144892;1;0;1
144896;0;1;-1
144897;0;1;-1
144899;1;0;1
144900;1;0;1
144902;2;0;2
144903;0;1;-1
144908;0;1;-1
144913;1;0;1
144914;0;1;-1
144919;0;1;-1
144920;0;1;-1
144924;1;0;1
144925;1;0;1
144927;2;0;2
144929;2;0;2
144931;1;0;1
144932;3;0;3
144933;0;1;-1
144937;2;0;2
144939;2;0;2
144942;1;0;1
144943;0;3;-3
144945;0;1;-1
144949;1;0;1
144950;1;0;1
144954;1;0;1
144958;1;0;1
144960;0;1;-1
144962;1;0;1
144964;0;1;-1
144966;0;1;-1
144967;1;0;1
144968;1;0;1
144969;2;0;2
144970;2;0;2
144971;1;0;1
144974;0;2;-2
144975;0;1;-1
144976;1;0;1
144977;0;1;-1
144979;1;0;1
144980;0;1;-1
144981;1;0;1
144983;0;1;-1
144984;1;1;0
144991;2;0;2
144993;2;0;2
144994;1;0;1
144996;1;0;1
144998;0;1;-1
145001;0;1;-1
145007;3;0;3
145009;1;0;1
145012;1;1;0
145014;1;0;1
145015;0;1;-1
145022;1;0;1
145023;1;0;1
145026;1;0;1
145030;0;1;-1
145032;1;0;1
145033;2;0;2
145034;1;0;1
145035;0;1;-1
145036;1;0;1
145037;0;1;-1
145039;0;1;-1
145043;0;1;-1
145052;0;4;-4
145053;1;0;1
145055;0;2;-2
145056;0;2;-2
145059;0;2;-2
145063;2;0;2
145065;1;0;1
145066;0;1;-1
145067;0;1;-1
145068;1;0;1
145071;0;1;-1
145073;0;1;-1
145076;2;0;2
145077;0;2;-2
145083;0;1;-1
145084;0;1;-1
145085;0;2;-2
145091;1;0;1
145092;2;0;2
145093;1;0;1
145096;0;1;-1
145098;0;3;-3
145099;0;2;-2
145104;0;1;-1
145105;1;1;0
145106;1;0;1
145107;0;1;-1
145108;1;0;1
145111;0;2;-2
145112;6;0;6
145114;1;1;0
145115;1;1;0
145116;1;0;1
145122;1;0;1
145123;2;0;2
145124;4;0;4
145126;1;0;1
145128;0;2;-2
145130;0;2;-2
145131;2;0;2
145132;0;1;-1
145134;1;0;1
145135;0;1;-1
145137;0;4;-4
145140;2;0;2
145144;0;1;-1
145148;1;0;1
145149;2;0;2
145151;0;2;-2
145154;2;0;2
145158;1;0;1
145160;0;1;-1
145161;6;0;6
145162;2;0;2
145165;1;0;1
145169;3;0;3
145170;1;0;1
145171;1;0;1
145179;1;0;1
145180;4;0;4
145185;0;1;-1
145188;1;0;1
145189;0;1;-1
145190;2;0;2
145191;0;2;-2
145192;0;2;-2
145193;1;0;1
145199;5;0;5
145200;2;0;2
145201;1;0;1
145202;0;1;-1
145203;1;0;1
145204;0;1;-1
145205;2;0;2
145206;1;0;1
145208;1;0;1
145209;1;1;0
145210;1;0;1
145211;0;2;-2
145212;4;0;4
145219;1;0;1
145220;1;0;1
145221;1;0;1
145224;0;1;-1
145225;1;0;1
145228;0;2;-2
145231;0;1;-1
145237;0;1;-1
145238;0;2;-2
145240;0;1;-1
145244;1;0;1
145249;0;3;-3
145252;3;0;3
145256;1;0;1
145257;1;0;1
145258;1;0;1
145260;0;5;-5
145261;1;0;1
145263;0;1;-1
145265;3;0;3
145266;2;0;2
145273;0;1;-1
145275;0;2;-2
145278;4;0;4
145281;3;0;3
145282;0;3;-3
145284;1;0;1
145285;2;0;2
145287;5;0;5
145291;3;0;3
145298;1;0;1
145303;2;0;2
145304;1;0;1
145310;1;0;1
145311;0;1;-1
145319;0;1;-1
145320;1;0;1
145323;1;0;1
145330;2;0;2
145331;1;0;1
145332;1;0;1
145337;0;1;-1
145340;1;0;1
145341;0;1;-1
145344;0;1;-1
145347;3;0;3
145348;1;1;0
145349;1;0;1
145352;0;1;-1
145353;1;0;1
145354;0;1;-1
145356;1;0;1
145358;1;0;1
145360;0;1;-1
145361;1;0;1
145362;0;1;-1
145368;1;0;1
145376;0;1;-1
145377;1;0;1
145378;1;0;1
145382;1;0;1
145383;1;0;1
145384;1;0;1
145385;1;0;1
145386;3;0;3
145387;1;0;1
145389;2;0;2
145395;0;1;-1
145398;0;1;-1
145402;0;1;-1
145403;0;1;-1
145411;1;0;1
145413;1;0;1
145417;1;0;1
145422;0;1;-1
145423;4;0;4
145428;1;0;1
145431;2;0;2
145432;8;0;8
145434;5;0;5
145436;1;0;1
145437;1;0;1
145438;5;0;5
145440;1;0;1
145443;0;2;-2
145445;0;4;-4
145446;3;0;3
145447;1;0;1
145450;1;0;1
145452;1;0;1
145453;1;0;1
145454;0;1;-1
145458;1;0;1
145470;3;0;3
145472;1;0;1
145475;1;0;1
145477;1;0;1
145483;1;0;1
145485;1;0;1
145486;1;0;1
145488;0;1;-1
145489;2;0;2
145490;1;0;1
145493;0;1;-1
145495;0;1;-1
145496;1;0;1
145500;2;0;2
145502;1;0;1
145506;0;3;-3
145507;1;0;1
145521;1;0;1
145524;1;0;1
145525;1;0;1
145526;2;0;2
145529;1;0;1
145530;1;0;1
145532;0;1;-1
145533;1;0;1
145534;2;0;2
145536;1;0;1
145539;1;0;1
145543;0;1;-1
145544;1;0;1
145545;2;0;2
145554;1;0;1
145555;3;0;3
145560;0;2;-2
145561;0;1;-1
145563;1;0;1
145566;1;0;1
145569;7;0;7
145572;7;0;7
145573;8;0;8
145574;0;1;-1
145577;4;0;4
145578;1;0;1
145580;2;1;1
145581;0;1;-1
145583;2;0;2
145584;4;0;4
145585;0;5;-5
145588;1;0;1
145590;1;0;1
145592;0;1;-1
145597;1;0;1
145598;1;0;1
145604;0;2;-2
145609;0;1;-1
145612;1;0;1
145619;1;0;1
145623;1;0;1
145626;1;0;1
145629;0;1;-1
145630;0;1;-1
145632;1;0;1
145637;1;0;1
145638;3;0;3
145649;2;0;2
145656;0;1;-1
145660;0;1;-1
145663;0;1;-1
145667;0;1;-1
145671;0;1;-1
145672;2;0;2
145675;1;0;1
145676;0;6;-6
145677;0;2;-2
145678;1;0;1
145679;0;1;-1
145683;0;1;-1
145684;0;1;-1
145685;0;1;-1
145691;1;0;1
145693;0;1;-1
145695;0;1;-1
145696;0;1;-1
145700;1;0;1
145701;1;0;1
145707;1;0;1
145709;1;0;1
145710;1;0;1
145716;1;0;1
145718;0;1;-1
145722;0;1;-1
145724;2;0;2
145728;0;1;-1
145729;2;0;2
145730;2;0;2
145737;6;0;6
145745;1;0;1
145748;1;0;1
145755;1;0;1
145765;0;1;-1
145769;1;0;1
145772;2;0;2
145774;1;0;1
145783;2;0;2
145786;1;0;1
145801;1;0;1
145803;1;0;1
145804;1;0;1
145807;1;0;1
145808;0;1;-1
145809;1;0;1
145811;4;0;4
145812;1;0;1
145818;1;0;1
145820;1;0;1
145822;0;4;-4
145824;1;0;1
145829;0;2;-2
145833;2;0;2
145834;1;0;1
145835;0;1;-1
145840;0;3;-3
145842;0;1;-1
145852;1;0;1
145853;1;0;1
145858;0;1;-1
145865;3;1;2
145867;0;1;-1
145877;1;0;1
145879;1;0;1
145882;1;0;1
145885;0;1;-1
145886;1;0;1
145887;1;0;1
145890;0;2;-2
145892;0;1;-1
145893;1;0;1
145895;1;0;1
145896;2;0;2
145897;0;1;-1
145900;0;1;-1
145909;1;0;1
145912;0;1;-1
145913;0;1;-1
145914;1;0;1
145915;1;0;1
145916;3;0;3
145920;1;0;1
145921;0;1;-1
145926;4;0;4
145928;1;0;1
145930;1;0;1
145931;0;1;-1
145932;0;1;-1
145943;0;1;-1
145945;0;1;-1
145953;4;0;4
145958;0;1;-1
145960;4;0;4
145963;0;1;-1
145965;1;0;1
145968;2;0;2
145970;2;0;2
145976;1;0;1
145980;1;0;1
145981;2;0;2
145982;0;1;-1
145983;1;0;1
145984;1;0;1
145988;0;2;-2
145994;1;0;1
146004;0;1;-1
146007;1;0;1
146008;1;0;1
146009;0;2;-2
146014;1;1;0
146015;0;2;-2
146016;0;2;-2
146021;0;1;-1
146026;0;1;-1
146027;0;1;-1
146029;0;1;-1
146031;0;1;-1
146032;1;0;1
146035;0;1;-1
146039;5;0;5
146041;2;0;2
146046;0;2;-2
146049;1;0;1
146050;0;1;-1
146053;0;1;-1
146058;0;3;-3
146060;0;3;-3
146068;1;0;1
146081;1;0;1
146084;0;1;-1
146087;1;1;0
146089;3;0;3
146091;0;1;-1
146093;1;0;1
146094;1;0;1
146097;0;1;-1
146098;1;0;1
146100;1;0;1
146101;1;0;1
146103;1;0;1
146104;0;2;-2
146111;3;0;3
146116;1;0;1
146117;2;0;2
146118;2;0;2
146120;1;0;1
146121;0;1;-1
146127;1;0;1
146132;0;1;-1
146136;0;3;-3
146138;1;0;1
146140;1;0;1
146143;1;0;1
146146;1;0;1
146150;0;1;-1
146153;1;0;1
146154;1;0;1
146155;1;0;1
146159;1;1;0
146162;0;1;-1
146163;0;1;-1
146166;0;2;-2
146168;2;1;1
146170;2;2;0
146171;1;0;1
147174;1;0;1
147177;2;0;2
147182;0;1;-1
147187;1;0;1
147193;1;0;1
147196;2;0;2
147200;0;1;-1
147201;0;2;-2
147202;4;0;4
147205;0;1;-1
147213;0;2;-2
147214;0;1;-1
147219;1;0;1
147229;2;0;2
147235;0;1;-1
147241;0;1;-1
147242;0;3;-3
147248;0;2;-2
147252;1;0;1
147257;1;0;1
147259;1;0;1
147261;1;0;1
147264;2;0;2
147267;0;1;-1
147270;1;0;1
147271;0;1;-1
147274;1;0;1
147283;4;0;4
147285;1;0;1
147287;5;0;5
147288;0;2;-2
147290;0;1;-1
147293;0;1;-1
147296;0;1;-1
147299;3;0;3
147300;1;0;1
147303;5;0;5
147307;1;0;1
147320;0;2;-2
147322;4;0;4
147330;1;1;0
147333;2;1;1
147335;1;0;1
147338;1;0;1
147341;2;0;2
147349;1;0;1
147350;1;0;1
147355;1;0;1
147356;0;1;-1
147358;0;1;-1
147359;0;1;-1
147362;0;3;-3
147366;3;0;3
147367;1;0;1
147374;1;0;1
147375;1;0;1
147380;0;2;-2
147382;0;1;-1
147385;5;0;5
147387;6;0;6
147390;0;1;-1
147391;0;1;-1
147392;0;1;-1
147393;0;1;-1
147401;0;4;-4
147403;2;0;2
147404;2;0;2
147405;2;0;2
147409;3;0;3
147411;3;0;3
147413;2;0;2
147416;2;2;0
147417;0;2;-2
147418;0;1;-1
147426;0;1;-1
147430;1;0;1
147435;1;0;1
147436;1;0;1
147439;0;1;-1
147441;1;0;1
147444;1;0;1
147448;0;1;-1
147451;0;1;-1
147452;1;0;1
147454;0;2;-2
147455;0;1;-1
147458;0;1;-1
147464;1;0;1
147467;0;2;-2
147471;2;0;2
147473;0;3;-3
147474;1;0;1
147476;0;2;-2
147482;1;0;1
147483;0;1;-1
147487;1;0;1
147489;0;1;-1
147497;0;2;-2
147498;0;2;-2
147500;1;0;1
147507;1;0;1
147517;4;0;4
147519;1;0;1
147520;0;7;-7
147522;0;1;-1
147523;0;1;-1
147524;0;1;-1
147525;0;1;-1
147526;0;1;-1
147527;0;1;-1
147532;0;1;-1
147555;1;0;1
147556;1;0;1
147557;0;1;-1
147560;1;0;1
147563;0;1;-1
147565;0;1;-1
147582;1;0;1
147587;2;0;2
147588;1;0;1
147595;1;0;1
147599;1;0;1
147600;1;0;1
147601;1;0;1
147603;0;1;-1
147608;2;0;2
147609;2;0;2
147616;2;0;2
147617;1;0;1
147618;1;0;1
147619;2;0;2
147633;1;0;1
147644;2;0;2
147647;0;1;-1
147650;0;8;-8
147652;2;0;2
147653;1;0;1
147662;5;0;5
147664;1;0;1
147672;2;0;2
147675;1;1;0
147677;2;0;2
147682;1;0;1
147689;0;2;-2
147691;2;0;2
147694;0;1;-1
147697;0;1;-1
147699;1;0;1
147702;1;0;1
147705;1;0;1
147706;0;3;-3
147707;0;1;-1
147713;0;1;-1
147715;2;0;2
147718;1;0;1
147723;4;1;3
147727;0;1;-1
147730;0;1;-1
147735;3;0;3
147736;0;1;-1
147737;2;0;2
147740;0;1;-1
147742;1;0;1
147744;1;0;1
147748;0;1;-1
147753;1;0;1
147756;0;3;-3
147757;2;0;2
147761;1;0;1
147765;1;0;1
147772;0;6;-6
147774;0;2;-2
147777;1;0;1
147778;1;0;1
147780;2;0;2
147786;1;0;1
147787;1;0;1
147788;0;1;-1
147794;1;0;1
147798;0;3;-3
147799;4;0;4
147801;0;1;-1
147802;0;1;-1
147803;0;3;-3
147807;0;2;-2
